 bin    Ex    Popul.    J= 0.0    J= 1.0    J= 2.0    J= 3.0    J= 4.0    J= 5.0    J= 6.0    J= 7.0    J= 8.0    J= 9.0

  32   4.041 6.638E-01 1.070E-02 3.008E-02 4.403E-02 5.072E-02 5.028E-02 4.440E-02 3.552E-02 2.600E-02 1.752E-02 1.091E-02
  33   4.187 6.996E-01 1.071E-02 3.021E-02 4.451E-02 5.179E-02 5.202E-02 4.669E-02 3.810E-02 2.853E-02 1.973E-02 1.265E-02
  34   4.339 7.376E-01 1.073E-02 3.038E-02 4.503E-02 5.288E-02 5.376E-02 4.900E-02 4.072E-02 3.116E-02 2.209E-02 1.456E-02
  35   4.496 7.784E-01 1.078E-02 3.059E-02 4.561E-02 5.402E-02 5.556E-02 5.137E-02 4.343E-02 3.390E-02 2.459E-02 1.663E-02
  36   4.659 8.221E-01 1.084E-02 3.084E-02 4.624E-02 5.521E-02 5.739E-02 5.378E-02 4.621E-02 3.676E-02 2.724E-02 1.887E-02
  37   4.827 8.675E-01 1.089E-02 3.108E-02 4.684E-02 5.636E-02 5.918E-02 5.615E-02 4.898E-02 3.966E-02 2.998E-02 2.126E-02
  38   5.002 9.076E-01 1.086E-02 3.108E-02 4.706E-02 5.702E-02 6.045E-02 5.804E-02 5.135E-02 4.227E-02 3.257E-02 2.359E-02
  39   5.183 9.426E-01 1.076E-02 3.086E-02 4.694E-02 5.727E-02 6.125E-02 5.946E-02 5.331E-02 4.457E-02 3.496E-02 2.584E-02
  40   5.371 9.751E-01 1.062E-02 3.053E-02 4.666E-02 5.728E-02 6.178E-02 6.060E-02 5.502E-02 4.667E-02 3.723E-02 2.804E-02
  41   5.565 9.987E-01 1.038E-02 2.993E-02 4.592E-02 5.671E-02 6.165E-02 6.107E-02 5.609E-02 4.825E-02 3.910E-02 2.998E-02
  42   5.767 1.016E+00 1.009E-02 2.915E-02 4.491E-02 5.579E-02 6.109E-02 6.107E-02 5.671E-02 4.941E-02 4.064E-02 3.169E-02
  43   5.976 1.023E+00 9.705E-03 2.812E-02 4.350E-02 5.433E-02 5.990E-02 6.039E-02 5.666E-02 4.996E-02 4.168E-02 3.302E-02
  44   6.192 1.018E+00 9.226E-03 2.681E-02 4.164E-02 5.227E-02 5.801E-02 5.894E-02 5.582E-02 4.979E-02 4.207E-02 3.384E-02
  45   6.416 1.003E+00 8.767E-03 2.555E-02 3.982E-02 5.018E-02 5.595E-02 5.717E-02 5.451E-02 4.902E-02 4.183E-02 3.402E-02
  46   6.648 9.737E-01 8.294E-03 2.425E-02 3.791E-02 4.790E-02 5.356E-02 5.491E-02 5.257E-02 4.752E-02 4.081E-02 3.345E-02
  47   6.889 9.323E-01 7.738E-03 2.272E-02 3.563E-02 4.514E-02 5.061E-02 5.203E-02 4.998E-02 4.538E-02 3.920E-02 3.237E-02
  48   7.139 8.780E-01 7.101E-03 2.096E-02 3.300E-02 4.191E-02 4.709E-02 4.851E-02 4.671E-02 4.258E-02 3.697E-02 3.073E-02
  49   7.397 8.121E-01 6.400E-03 1.903E-02 3.009E-02 3.831E-02 4.312E-02 4.445E-02 4.286E-02 3.918E-02 3.417E-02 2.859E-02
  50   7.665 7.362E-01 5.654E-03 1.697E-02 2.698E-02 3.443E-02 3.879E-02 3.999E-02 3.855E-02 3.528E-02 3.088E-02 2.599E-02
  51   7.942 6.536E-01 4.891E-03 1.487E-02 2.379E-02 3.043E-02 3.429E-02 3.528E-02 3.394E-02 3.106E-02 2.724E-02 2.305E-02
  52   8.230 5.657E-01 4.123E-03 1.275E-02 2.057E-02 2.637E-02 2.969E-02 3.043E-02 2.914E-02 2.659E-02 2.333E-02 1.983E-02
  53   8.528 4.784E-01 3.394E-03 1.074E-02 1.750E-02 2.248E-02 2.527E-02 2.574E-02 2.444E-02 2.218E-02 1.942E-02 1.657E-02
  54   8.837 3.948E-01 2.726E-03 8.890E-03 1.465E-02 1.885E-02 2.113E-02 2.134E-02 2.002E-02 1.799E-02 1.567E-02 1.341E-02
  55   9.157 3.143E-01 2.111E-03 7.159E-03 1.197E-02 1.542E-02 1.721E-02 1.717E-02 1.584E-02 1.401E-02 1.209E-02 1.035E-02
  56   9.488 2.434E-01 1.589E-03 5.653E-03 9.596E-03 1.238E-02 1.375E-02 1.353E-02 1.221E-02 1.057E-02 8.986E-03 7.694E-03
  57   9.832 1.812E-01 1.151E-03 4.327E-03 7.466E-03 9.639E-03 1.066E-02 1.032E-02 9.067E-03 7.631E-03 6.353E-03 5.427E-03
  58  10.187 1.272E-01 7.850E-04 3.162E-03 5.560E-03 7.182E-03 7.894E-03 7.502E-03 6.369E-03 5.150E-03 4.148E-03 3.521E-03
  59  10.556 8.496E-02 5.102E-04 2.203E-03 3.939E-03 5.089E-03 5.569E-03 5.203E-03 4.270E-03 3.302E-03 2.553E-03 2.148E-03
  60  10.939 5.313E-02 3.115E-04 1.421E-03 2.573E-03 3.324E-03 3.632E-03 3.356E-03 2.683E-03 1.997E-03 1.484E-03 1.238E-03
  61  11.335 2.947E-02 1.689E-04 8.139E-04 1.492E-03 1.926E-03 2.103E-03 1.923E-03 1.498E-03 1.071E-03 7.593E-04 6.268E-04
  62  11.745 1.402E-02 7.859E-05 3.979E-04 7.371E-04 9.515E-04 1.039E-03 9.420E-04 7.181E-04 4.947E-04 3.331E-04 2.716E-04
  63  12.170 5.273E-03 2.909E-05 1.482E-04 2.752E-04 3.550E-04 3.894E-04 3.540E-04 2.701E-04 1.862E-04 1.244E-04 1.020E-04
  64  12.611 1.701E-03 9.305E-06 4.418E-05 8.105E-05 1.046E-04 1.160E-04 1.077E-04 8.555E-05 6.288E-05 4.525E-05 3.831E-05
  65  13.067 4.939E-04 2.701E-06 1.048E-05 1.833E-05 2.376E-05 2.694E-05 2.658E-05 2.360E-05 2.007E-05 1.681E-05 1.495E-05
  66  13.540 1.644E-04 8.956E-07 2.629E-06 4.194E-06 5.499E-06 6.478E-06 7.099E-06 7.359E-06 7.287E-06 6.934E-06 6.366E-06
  67  14.031 7.168E-05 3.825E-07 1.123E-06 1.793E-06 2.355E-06 2.779E-06 3.052E-06 3.172E-06 3.151E-06 3.009E-06 2.774E-06
  68  14.539 2.868E-05 1.500E-07 4.405E-07 7.041E-07 9.256E-07 1.094E-06 1.204E-06 1.255E-06 1.251E-06 1.198E-06 1.109E-06
  69  15.065 1.059E-05 5.423E-08 1.594E-07 2.549E-07 3.356E-07 3.974E-07 4.383E-07 4.579E-07 4.576E-07 4.400E-07 4.088E-07
  70  15.610 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
