# #E, E1, M1
1.151677852348993270e+01 2.918977344869115417e-06 1.429682211965097713e-09
1.162416107382550301e+01 2.952427234379179593e-06 1.384401621999382887e-09
1.173154362416107332e+01 2.987833961284660519e-06 1.341062473593345125e-09
1.183892617449664542e+01 3.025340743724233663e-06 1.299559723679923267e-09
1.194630872483221395e+01 3.064860786517154195e-06 1.259795178131140881e-09
1.205369127516778427e+01 3.106064697759869816e-06 1.221676970970029751e-09
1.216107382550335636e+01 3.148376610479744073e-06 1.185119088647228017e-09
1.226845637583892668e+01 3.190981081522326156e-06 1.150040935028234383e-09
1.237583892617449699e+01 3.232842957060515067e-06 1.116366933199899516e-09
1.248322147651006730e+01 3.272742016852957489e-06 1.084026160614016877e-09
1.259060402684563762e+01 3.309323206356440278e-06 1.052952014448285989e-09
1.269798657718120793e+01 3.341161620028208304e-06 1.023081904386404716e-09
1.280536912751677825e+01 3.366839263680792479e-06 9.943569703044856104e-10
1.291275167785234856e+01 3.385028344451048537e-06 9.667218226047141888e-10
1.302013422818791888e+01 3.394573913388089104e-06 9.401243031630522033e-10
1.312751677852348919e+01 3.394567657750801070e-06 9.145152650590411142e-10
1.323489932885905951e+01 3.384404921545309337e-06 8.898483694353423815e-10
1.334228187919462982e+01 3.363818748601775953e-06 8.660798979950256998e-10
1.344966442953020191e+01 3.332887643224449392e-06 8.431685797880388736e-10
1.355704697986577223e+01 3.292017248080036021e-06 8.210754310666799362e-10
1.366442953020134254e+01 3.241899501870905752e-06 7.997636071049286434e-10
1.377181208053691286e+01 3.183455378142606270e-06 7.791982649797385033e-10
1.387919463087248317e+01 3.117768598018821755e-06 7.593464364050525142e-10
1.398657718120805349e+01 3.046017679236994742e-06 7.401769097926712216e-10
1.409395973154362380e+01 2.969412569803545072e-06 7.216601207890634938e-10
1.420134228187919412e+01 2.889140341953881615e-06 7.037680506047915946e-10
1.430872483221476443e+01 2.806322451081154170e-06 6.864741315141165796e-10
1.441610738255033475e+01 2.721984269980863253e-06 6.697531589573500073e-10
1.452348993288590506e+01 2.637036220834427833e-06 6.535812097281716426e-10
1.463087248322147715e+01 2.552264927706096026e-06 6.379355657730720033e-10
1.473825503355704747e+01 2.468332369992620697e-06 6.227946431707191188e-10
1.484563758389261778e+01 2.385780936546484879e-06 6.081379258958953242e-10
1.495302013422818810e+01 2.305042443919063644e-06 5.939459040060480495e-10
1.506040268456375841e+01 2.226449481446854142e-06 5.802000159188069819e-10
1.516778523489932873e+01 2.150247795358395756e-06 5.668825944763612653e-10
1.527516778523489904e+01 2.076608765822929438e-06 5.539768165176276101e-10
1.538255033557046936e+01 2.005641331627177938e-06 5.414666557019008842e-10
1.548993288590603967e+01 1.937402962464483032e-06 5.293368383484441992e-10
1.559731543624160999e+01 1.871909466690034603e-06 5.175728020753634478e-10
1.570469798657718030e+01 1.809143558101701977e-06 5.061606570383568283e-10
1.581208053691275062e+01 1.749062197443414438e-06 4.950871495856791018e-10
1.591946308724832271e+01 1.691602782291506349e-06 4.843396281600246260e-10
1.602684563758389302e+01 1.636688291523433242e-06 4.739060112911921061e-10
1.613422818791946156e+01 1.584231505110004856e-06 4.637747575354108150e-10
1.624161073825503365e+01 1.534138422428794010e-06 4.539348372282298556e-10
1.634899328859060574e+01 1.486310997141424687e-06 4.443757059279515451e-10
1.645637583892617428e+01 1.440649297151413086e-06 4.350872794358500271e-10
1.656375838926174282e+01 1.397053186511605514e-06 4.260599102878988549e-10
1.667114093959731491e+01 1.355423613873106289e-06 4.172843656205291160e-10
1.677852348993288700e+01 1.315663580097063603e-06 4.087518063201053320e-10
1.688590604026845554e+01 1.277678846529241630e-06 4.004537673723732477e-10
1.699328859060402408e+01 1.241378435439085260e-06 3.923821393342192959e-10
1.710067114093959617e+01 1.206674965347621424e-06 3.845291508556340775e-10
1.720805369127516826e+01 1.173484856400239144e-06 3.768873521849266173e-10
1.731543624161074035e+01 1.141728434505108859e-06 3.694495995949606504e-10
1.742281879194630889e+01 1.111329957547120381e-06 3.622090406725656641e-10
1.753020134228187743e+01 1.082217582478856553e-06 3.551591004172945910e-10
1.763758389261744952e+01 1.054323288362469958e-06 3.482934680994365756e-10
1.774496644295302161e+01 1.027582767374008641e-06 3.416060848306255725e-10
1.785234899328859015e+01 1.001935293280286070e-06 3.350911318035690424e-10
1.795973154362415869e+01 9.773235748653791650e-07 3.287430191603683083e-10
1.806711409395973078e+01 9.536936001391966777e-07 3.225563754516247979e-10
1.817449664429530287e+01 9.309944758359284853e-07 3.165260376510500767e-10
1.828187919463087141e+01 9.091782656479049761e-07 3.106470416926341017e-10
1.838926174496644350e+01 8.881998297921968160e-07 3.049146134996006796e-10
1.849664429530201204e+01 8.680166678330969188e-07 2.993241604763873550e-10
1.860402684563758413e+01 8.485887661503661632e-07 2.938712634367525535e-10
1.871140939597315622e+01 8.298784510237041736e-07 2.885516689428522131e-10
1.881879194630872476e+01 8.118502479760039339e-07 2.833612820317360714e-10
1.892617449664429330e+01 7.944707477635532474e-07 2.782961593072114905e-10
1.903355704697986539e+01 7.777084792057156447e-07 2.733525023764211537e-10
1.914093959731543748e+01 7.615337888977983783e-07 2.685266516117726105e-10
1.924832214765100602e+01 7.459187277392534967e-07 2.638150802200654339e-10
1.935570469798657456e+01 7.308369441271879563e-07 2.592143886017906482e-10
1.946308724832214665e+01 7.162635836062309665e-07 2.547212989846221249e-10
1.957046979865771874e+01 7.021751947250041283e-07 2.503326503160953044e-10
1.967785234899329083e+01 6.885496408228356768e-07 2.460453934013859956e-10
1.978523489932885937e+01 6.753660174546726709e-07 2.418565862729451607e-10
1.989261744966442791e+01 6.626045751548600591e-07 2.377633897795470290e-10
2.000000000000000000e+01 6.502466472395096327e-07 2.337630633830465522e-10
