bin    Ex    Popul.    J= 0.0    J= 1.0    J= 2.0    J= 3.0    J= 4.0    J= 5.0    J= 6.0    J= 7.0    J= 8.0    J= 9.0

71 5.6500515 10.0 0.0851916407821 0.251294112726 0.404910666067 0.538864387129 0.64756036398 0.727362350278 0.776758374561 0.796310399363 0.788410977791 0.756892203893 0.706546081288 0.64261946494 0.57034149328 0.49452894942 0.419298227513 0.347894747524 0.282634611091 0.224941067106 0.175450984736 0.134164046645 0.100609022893 0.0740060354175 0.0534097915762
72 5.7500515 10.0 0.0845036453204 0.249300683724 0.401814644556 0.534975766205 0.643258690772 0.72305226804 0.772824684609 0.793078704375 0.786118683202 0.755672705046 0.706426754001 0.643532018603 0.572141675448 0.497021711711 0.422264320667 0.35111521289 0.285910580477 0.228107432971 0.178383628318 0.136781235867 0.102868212009 0.075897588839 0.0549491523492
73 5.8500515 10.0 0.083834016074 0.247359952887 0.39879882092 0.531184618897 0.639059673808 0.718837798259 0.768968857934 0.789899249725 0.783848748994 0.754445232149 0.70627209005 0.644387461573 0.573870120266 0.499435708862 0.425151689827 0.354262802651 0.289123646031 0.231223191605 0.181278629649 0.139373078858 0.105112752447 0.0777830798867 0.0564887786446
74 5.9500515 10.0 0.0831819735291 0.245469702217 0.395859878924 0.527487030977 0.634959375288 0.71471553341 0.76518846499 0.786770864201 0.781601347587 0.753211198951 0.70608449192 0.645188838865 0.575530138812 0.501774169201 0.427963202866 0.357339841908 0.292275507933 0.234289424942 0.184136525952 0.141939682122 0.107342448935 0.0796621347512 0.0580282217185
75 6.0500515 10.0 0.082546783382 0.243627841407 0.392994690259 0.523879304175 0.630954065399 0.710682232772 0.7614811771 0.783692398862 0.779376595533 0.751971897309 0.705866194506 0.645939006331 0.577124854879 0.504040154877 0.43070159539 0.360348563126 0.295367812669 0.23730719469 0.186957859451 0.144481173296 0.109557135141 0.0815344097562 0.0595670596888
76 6.1500515 10.0 0.0819277532248 0.241832398541 0.39020030105 0.520357941052 0.627040208342 0.706734812075 0.757844761411 0.780662727953 0.777174559997 0.750728507957 0.705619278382 0.646640644473 0.578657217645 0.50623657215 0.43336947801 0.363291110314 0.298402154528 0.240277541808 0.189743175565 0.146997698804 0.111756671312 0.0833995893531 0.0611048960528
77 6.2500515 10.0 0.0813242295234 0.240081511614 0.387473919533 0.516919631154 0.623214449491 0.702870333922 0.75427707613 0.777680749571 0.774995264517 0.749482110232 0.70534568186 0.647296271096 0.580130013333 0.50836618093 0.435969343144 0.366169543024 0.301380077112 0.243201486121 0.192493021337 0.149489421717 0.113940942103 0.0852573842492 0.0626413582864
78 6.3500515 10.0 0.0807355948591 0.238373420776 0.384812904779 0.513561238313 0.619473603582 0.699085998914 0.750776066014 0.774745386122 0.772838694129 0.748233690861 0.705047211982 0.647908252899 0.581545875978 0.510431603646 0.438503571419 0.368985840167 0.304303074858 0.246080026076 0.195207944041 0.151956519823 0.116109854579 0.0871075296622 0.0641760965198
79 6.4500515 10.0 0.0801612654046 0.236706461248 0.382214756372 0.510279789001 0.615814643843 0.695379137424 0.747339758122 0.771855584585 0.770704799927 0.746984151914 0.704725554545 0.648478816114 0.582907297356 0.512435333486 0.440974437663 0.371741903649 0.307172594552 0.248914138612 0.197888489967 0.154399183875 0.118263336364 0.0889497836915 0.0657087822857
80 6.5500515 10.0 0.0796006886139 0.235079056818 0.379677104929 0.507072461618 0.612234691954 0.691747201971 0.743966257789 0.769010316636 0.768593503127 0.745734318013 0.704382283252 0.649010056283 0.584216636163 0.514379742066 0.443384116537 0.37443956184 0.309990036836 0.251704779116 0.200535203358 0.156817615998 0.120401333949 0.090783925798 0.0672391073367
81 6.6500515 10.0 0.0790533411028 0.233489713879 0.377197703405 0.503936576638 0.608731008794 0.688187760121 0.740653744833 0.766208578639 0.766504698694 0.744484942867 0.704018868085 0.649503947236 0.585476126503 0.516267086563 0.445734687824 0.377080572875 0.312756757697 0.254452881475 0.203148625481 0.159212028251 0.122523811123 0.0926097553859 0.0687667825292
82 6.7500515 10.0 0.0785187267024 0.231937015953 0.374774419086 0.500869587524 0.605300985874 0.684698487902 0.737400469961 0.763449391531 0.764438258574 0.743236715212 0.703636682957 0.649962349372 0.586687885747 0.518099516366 0.448028141398 0.379666627805 0.315474069933 0.257159358192 0.205729293816 0.16158264132 0.124630747528 0.0944270904787 0.0702915367677
